"","Atha_Ler-0_sl_FLT_uG_Rep1","Atha_Ler-0_sl_FLT_uG_Rep2","Atha_Ler-0_sl_FLT_uG_Rep3","Atha_Ler-0_sl_FLT_uG_Rep4","Atha_Ler-0_sl_FLT_0.09G_Rep1","Atha_Ler-0_sl_FLT_0.09G_Rep2","Atha_Ler-0_sl_FLT_0.09G_Rep3","Atha_Ler-0_sl_FLT_0.18G_Rep1","Atha_Ler-0_sl_FLT_0.18G_Rep2","Atha_Ler-0_sl_FLT_0.18G_Rep3","Atha_Ler-0_sl_FLT_0.36G_Rep1","Atha_Ler-0_sl_FLT_0.36G_Rep2","Atha_Ler-0_sl_FLT_0.36G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep1","Atha_Ler-0_sl_FLT_0.57G_Rep2","Atha_Ler-0_sl_FLT_0.57G_Rep3","Atha_Ler-0_sl_FLT_0.57G_Rep4","Atha_Ler-0_sl_FLT_1G_Rep1","Atha_Ler-0_sl_FLT_1G_Rep2","Atha_Ler-0_sl_FLT_1G_Rep3"
"AT5G01790",2246,2306,2239,245,4151,1324,49,4080,4619,3104,1030,4651,1734,4004,3581,1702,4619,1954,4108,4475
"AT5G01795",1450,1055,3542,3000,4512,2348,800,3913,1959,659,2002,123,4435,1135,4329,2809,2915,2383,4805,2543
"AT5G01800",3437,3946,1815,4949,2818,3531,4234,2924,3468,2626,2129,1659,1801,620,1137,868,4839,960,4330,4857
"AT5G01805",63,3408,256,2900,4519,3707,3548,4321,3008,2820,4905,3712,2676,3996,300,2360,3914,313,2977,994
"AT5G01810",1845,1827,1921,201,3143,4786,994,1623,3453,845,1853,890,3425,3578,3784,2731,1153,2953,2536,2355
"AT5G01815",3300,4971,4273,2951,49,1609,1729,4787,3650,3628,1485,2782,2481,2595,1745,4554,2430,153,2171,1071
"AT5G01820",4327,1328,3710,3832,2070,3677,3392,1890,4950,2127,752,691,3426,1791,192,1338,1558,1581,3340,3747
"AT5G01825",1228,2771,4552,4767,4244,322,2790,3660,3366,2312,1254,3724,1699,4157,500,401,4991,3372,513,1141
"AT5G01830",399,4635,2129,351,4593,2991,2190,1294,3326,3648,4370,4411,477,1764,2064,1255,1142,3842,3534,4169
"AT5G01835",4488,2342,1616,696,3826,2607,184,1569,2196,396,1490,880,278,2897,358,1660,4320,2898,4052,2288
"AT5G01840",4812,3541,1667,975,2865,990,1197,2354,3230,3005,325,806,4535,1108,3527,2319,2833,2203,4534,1850
"AT5G01845",2584,3163,2879,3820,1087,3194,1054,1185,1368,2654,4794,3128,4828,213,2142,35,2381,1068,4920,4470
"AT5G01850",4605,3862,4677,1198,3594,2833,2887,4505,1228,95,4796,1617,920,2850,530,2976,4865,597,2982,1007
"AT5G01855",2635,1159,1649,1579,4457,1652,214,2059,3729,4775,1925,207,676,3607,1675,2854,3036,2493,1738,3883
"AT5G01860",4612,4342,647,3906,1568,707,4923,868,1566,3024,560,3147,2382,1414,4451,2273,1319,4645,4374,3289
"AT5G01865",4730,2577,2426,3895,2578,1624,1635,1835,1015,1917,4346,765,27,3484,422,4720,4532,1214,1225,546
"AT5G01870",4090,3741,4711,4035,4310,2319,1364,4135,775,348,3020,886,640,2084,2141,4505,2769,996,2976,1867
"AT5G01875",1852,4168,317,164,1545,4512,7,778,3100,4263,2132,4751,3436,1911,3879,4613,456,3243,799,641
"AT5G01880",3206,602,2430,246,136,518,3747,3475,334,3258,1287,1571,3647,671,1542,2620,1513,1335,1889,423
"AT5G01881",2738,3723,2485,4236,3218,2852,1532,2712,3542,4981,2588,4149,3729,4098,3423,1906,538,1795,3718,1968
"AT5G01885",2304,2420,4631,2089,2806,1528,309,3759,1891,3703,335,456,1161,388,3303,4344,2797,2383,3613,1647
"AT5G01890",4046,4564,849,1049,857,4105,4834,323,1565,1879,1333,1897,2728,830,2222,2759,1281,1796,19,717
"AT5G01895",2511,1814,445,2848,1189,4256,1878,2798,1678,2480,4866,1944,3709,1483,2068,4051,82,3368,3832,1294
"AT5G01900",4103,1952,4190,34,2740,4008,1629,3102,228,4854,1206,782,2370,2163,4905,861,3906,4824,4997,2380
"AT5G01910",4367,4113,2001,4903,2409,1703,2164,1478,4625,1015,1047,4991,2000,866,1506,3601,1308,2896,1597,3886
"AT5G01915",3977,3010,3939,3433,1409,4702,1714,3373,4947,2375,3645,4592,2955,777,4618,2051,1989,4329,1100,581
"AT5G01920",4975,3799,2239,770,1063,3218,1119,3135,4995,2611,1544,636,2061,988,4487,4419,467,2373,3926,2208
"AT5G01925",1184,327,2245,3023,2733,4193,2097,230,3557,408,1568,1944,691,4923,2600,1345,747,3182,1760,4863
"AT5G01930",1234,1061,1336,1072,1663,1192,1345,3297,1741,4645,30,3926,4029,907,297,3647,3125,4446,4358,4872
"AT5G01935",2092,1917,171,1918,235,3127,853,1924,4627,4159,744,221,3288,2157,3925,2789,253,4482,4307,1467
"AT5G01940",3482,1693,112,1156,2757,2339,285,1896,548,2937,2262,760,4207,3073,3621,4186,3697,4548,92,294
"AT5G01945",1881,2153,101,2761,853,3602,1682,4542,4341,4398,2182,397,1313,3259,1500,4949,559,1561,887,2157
"AT5G01950",4850,2340,1256,2514,417,3168,4186,1212,3371,2248,2951,2968,1721,1551,678,3915,2928,31,2979,663
"AT5G01955",4665,3519,1509,2611,4315,3723,4964,1033,1399,3272,2305,1555,2047,3749,2464,4024,4010,1121,776,3019
"AT5G01960",2170,2795,2701,4875,1903,3225,456,2830,502,2134,363,4172,3485,3443,1841,2321,2250,3490,3798,3836
"AT5G01965",3937,540,3805,295,3141,3853,4761,2339,2374,1832,4572,1040,3358,1069,3974,78,2048,4205,1619,41
"AT5G01970",652,4337,494,416,3210,3852,3287,3828,4979,1792,2830,3597,282,4019,166,3409,3718,4018,3976,2006
"AT5G01975",3080,4719,3065,259,949,4692,1569,2803,244,974,614,4263,4233,2999,1620,2016,2093,641,3324,407
"AT5G01980",4380,1849,1921,4657,595,4529,1422,4542,1785,1651,709,2250,3222,3686,1288,556,757,2924,3574,2266
"AT5G01985",968,3128,2229,3651,567,4839,2994,3610,211,4177,3613,1057,1872,4771,3135,4071,1426,2384,1868,3100
"AT5G01990",4289,1359,1700,2154,1597,2410,4888,3188,1044,2272,654,4202,4280,973,1273,797,1849,4794,3216,3137
"AT5G01995",1286,68,3956,4221,376,1625,3139,1965,1181,1985,3314,2665,3791,4342,1126,654,1646,903,2675,3192
"AT5G02000",3594,1168,2514,982,2540,343,3183,2255,1610,1881,3470,2622,2891,2737,3587,292,332,870,757,3255
"AT5G02010",4115,3159,1613,4437,1729,924,589,3539,268,4664,1231,4452,2346,1283,1834,4320,3196,496,407,4197
"AT5G02015",90,1757,1195,3576,4041,4882,285,4768,4333,1672,819,448,2455,2111,1604,4411,1288,525,4426,4037
"AT5G02020",2719,4208,764,2857,4209,3607,3513,4570,2524,4007,32,4241,380,2980,367,3794,4236,2084,1724,4594
"AT5G02025",3498,943,2390,1069,1635,1084,3464,1770,1308,2946,4262,4512,4103,4739,768,2486,3450,1814,3716,2740
"AT5G02030",2517,3436,410,4789,623,3746,626,3352,4315,4438,2397,3969,3243,1017,2446,782,3741,3151,1303,1226
"AT5G02035",3761,3175,1257,4297,4030,3172,621,1283,877,1306,4745,4256,290,4452,3890,4654,2284,1198,3629,359
"AT5G02040",2066,3265,1421,4798,4558,3225,2220,2696,724,3498,1707,3049,3820,4695,3359,1947,3254,1364,1060,4443
"AT5G02045",861,3206,4944,2559,4702,4030,3801,525,862,1789,316,1462,2910,2978,2532,4583,3654,3730,2685,401
"AT5G02050",1053,2738,1747,3760,2541,2478,4337,343,3897,1738,4841,2703,3763,1182,1812,4481,757,4524,558,64
"AT5G02055",50,4173,1783,3115,2234,215,4241,4633,3632,3432,4871,4028,3474,497,2858,178,2137,4705,1998,2930
"AT5G02060",1318,1983,3944,3191,3851,4143,2082,2433,1022,486,2211,1477,4443,4915,2690,398,3710,4179,962,800
"AT5G02065",128,1670,316,1416,3277,4935,4448,2231,1362,4057,1052,4968,917,2882,880,1117,4362,4485,1790,2296
"AT5G02070",1503,601,3901,2705,1682,4651,4671,2082,4907,418,3934,1535,1910,2839,2674,2618,2468,3631,3786,1290
"AT5G02075",102,242,1389,3129,2411,2120,3531,537,4534,4535,4760,192,240,1367,2760,1102,3721,1302,2813,1545
"AT5G02080",1479,4679,1088,818,3824,2915,420,2241,3278,2554,2920,539,4711,2631,549,1082,1093,4804,2480,2893
"AT5G02085",1258,3256,1167,2349,3917,2139,2298,2971,4878,729,2220,90,175,3139,3501,4862,1564,1728,601,601
"AT5G02090",701,1294,1757,512,2379,1279,2476,3288,2836,308,2601,3668,3032,3466,969,948,4689,4374,75,2859
"AT5G02095",2169,4058,2429,3178,2594,4248,1493,1709,1557,2097,3289,4326,4218,2989,1546,4380,4739,4255,2359,4446
"AT5G02100",656,3492,534,1702,3437,4919,5,1561,2803,3264,3503,1336,461,3856,4066,1565,235,1971,4488,1236
"AT5G02105",327,3403,306,3239,1317,766,1798,2101,3011,3288,4980,1636,4416,4178,679,506,2554,4546,1679,965
"AT5G02110",1674,4169,175,4328,3684,2614,3943,4409,1232,3959,4574,107,672,267,4770,269,3952,2887,4055,1373
"AT5G02115",4534,4706,2686,697,1213,3072,1895,755,3788,3956,2676,712,1972,2279,2959,3453,1163,4817,895,2275
"AT5G02120",2777,2462,4114,912,937,47,1358,3994,1244,3715,1716,2832,2975,1638,3708,3965,2756,93,3790,4917
"AT5G02125",4831,3038,2892,1818,4881,3074,1920,942,38,3632,1664,1085,2140,29,2285,3010,2500,4424,4606,778
"AT5G02130",4186,3777,4297,2772,1929,447,2332,1880,1955,2579,1768,1862,1443,3094,1029,4244,3830,294,4690,2405
"AT5G02135",1875,3716,3342,1396,4864,97,4857,3448,2274,1463,2283,1081,1695,2819,2314,4969,2435,2771,567,2446
"AT5G02140",1949,2106,4463,364,4139,3143,4099,2973,2070,2330,4981,1018,3920,3586,664,896,4499,4129,4489,3192
"AT5G02145",3194,882,1581,4679,4122,2800,1858,1133,3329,2775,2969,188,2710,1534,3926,1856,3640,2651,1257,980
"AT5G02150",130,3243,3983,2464,1404,4511,3226,746,2250,1793,49,2846,4397,4439,3130,3554,4091,2081,12,1845
"AT5G02155",1805,993,998,3311,1103,1258,3066,4224,1153,3490,2595,1621,1653,2190,1845,789,786,4064,1795,3307
"AT5G02160",3159,4864,2682,4518,455,4149,3774,3380,3410,741,3460,711,1496,4588,352,4591,4490,4760,2857,2387
"AT5G02170",2152,3200,657,151,1449,3946,952,3844,4205,1057,806,206,4730,4226,4079,2583,3304,819,3125,1350
"AT5G02175",3737,1721,3834,31,1300,4450,4220,652,2879,247,2254,1789,2689,599,2459,4776,1080,1856,3361,1276
"AT5G02180",4879,3827,4655,4173,3743,1387,4435,856,433,957,4190,2939,1605,3622,103,579,4726,3804,1183,4757
"AT5G02185",1733,2687,2789,1824,148,2261,1845,4032,2752,1370,2473,3239,3336,1816,1047,675,4085,2731,1095,4599
"AT5G02190",276,1612,2850,1423,4239,1191,149,1160,1826,6,2221,3074,2861,2874,856,546,222,4317,1412,3755
"AT5G02195",312,1220,1379,1841,2255,2621,3093,1051,4220,691,2930,3384,2698,435,1025,4522,407,1915,1657,3702
"AT5G02200",1428,3335,1516,230,1896,4720,2003,677,3088,586,4004,1584,2237,3853,3581,2926,1286,3639,1809,2210
"AT5G02205",2449,3106,2975,4234,4136,3172,3127,361,1594,2938,344,4720,1635,531,1998,2955,154,64,2852,2481
"AT5G02210",2988,4877,3592,3902,358,4991,918,2001,1726,2293,2738,3352,3340,249,1667,1018,4984,1466,330,1512
"AT5G02215",1262,1243,3827,3172,2156,2945,3815,2571,4456,3404,1329,1308,989,2231,4969,174,1000,3931,2496,2689
"AT5G02220",4723,2422,910,548,4501,961,2012,863,4228,46,2396,857,1797,4369,3749,569,473,2644,2450,4785
"AT5G02225",3881,4947,3503,2278,4363,3515,3826,1153,2542,3346,3119,314,2183,359,1877,3218,1004,4373,44,862
"AT5G02230",1987,3021,326,2902,3258,2168,3730,4250,162,1464,468,4297,4512,3757,885,1385,1760,927,1672,4769
"AT5G02240",1814,426,4720,1877,1518,2220,529,1055,187,1798,3750,3607,2009,2782,972,4805,3754,190,1199,4544
"AT5G02245",4779,4970,780,2779,4301,1865,3796,2388,2324,113,2265,28,4515,1213,4816,523,4466,2213,687,1829
"AT5G02250",2490,2484,2625,811,1668,2709,1211,4918,4169,4846,2790,4453,2386,2324,1214,1979,1774,283,3385,10
"AT5G02255",183,1666,4554,1285,4732,2886,4584,2745,4833,74,4344,1754,4182,675,621,3869,2658,2106,568,3866
"AT5G02260",3332,1120,3651,1871,1161,375,4102,4113,3588,2474,4167,3309,2524,3870,1852,4130,293,2213,4636,1090
"AT5G02265",4645,879,1858,562,1291,868,3490,874,29,375,2771,1092,806,2242,1857,1146,3208,2859,3465,4984
"AT5G02270",1847,3407,1914,2670,4381,1472,2863,4615,2535,687,1620,667,1002,689,4379,4190,3307,4865,4588,3277
"AT5G02275",1207,3190,4946,1395,4133,2212,731,1270,1601,2390,4377,3005,2775,4347,2446,1223,4179,3446,1608,888
"AT5G02280",485,927,3133,258,2194,1782,2016,226,1672,877,2813,927,2965,4728,735,1593,3464,190,2590,2482
"AT5G02290",4378,1656,2371,1185,2270,957,1014,2753,2150,1946,4920,3265,3483,2163,1265,3187,720,4966,100,3123
"AT5G02295",1000,4549,3199,516,2529,950,2915,91,818,1214,3450,1191,471,4834,2922,4395,2536,4830,2439,245
"AT5G02305",2292,1787,623,2769,3625,4672,1707,4985,2883,1592,981,1125,3008,3896,4494,1546,1327,4792,529,3326
"AT5G02310",1646,3097,2248,1502,3962,301,186,3121,4493,6,1318,3975,2294,3449,3921,2253,4365,3637,1780,1774
"AT5G02315",1115,4791,1162,3643,4867,489,4189,3511,2647,1517,4624,3821,1009,2289,3165,2427,3291,3640,2311,1572
"AT5G02320",856,575,414,150,4217,42,4807,2369,3367,2243,3280,2151,103,505,3885,3837,1938,4835,4614,2363
"AT5G02325",3315,2491,2266,4377,3162,1767,2731,2995,732,2329,2805,1877,588,559,1480,1862,4839,238,3353,3156
"AT5G02330",2209,1234,1155,4547,4888,3643,3261,446,1506,2405,46,2864,3942,2751,3092,2086,1366,2007,2816,667
"AT5G02335",280,2919,895,296,2562,3503,3457,3133,502,4354,4195,3594,4809,2902,190,3108,332,4052,2777,4100
"AT5G02340",3012,4683,4281,2146,4228,621,4064,3091,4219,1587,227,122,2021,2456,2052,4411,1889,720,2532,685
"AT5G02345",3165,4271,665,4145,1469,448,1009,3546,4533,1360,1927,3623,3211,1587,4912,3791,3479,2710,336,4542
"AT5G02350",2893,3442,2454,4431,4701,3657,1937,795,1476,4539,2886,3192,4497,4657,3746,1823,4497,2509,3555,2611
"AT5G02355",3245,2100,2530,3449,4269,3936,566,197,2298,1143,1168,37,4082,4074,1377,708,3060,3786,1883,556
"AT5G02360",3149,682,110,271,3221,2655,4258,3837,4440,908,1671,1283,4018,2477,3031,3595,1545,4964,1877,3263
"AT5G02365",804,2436,2834,1185,596,1673,2270,3666,1136,2625,4389,4790,3192,2390,4333,3255,3920,4012,733,1506
"AT5G02370",4265,2624,2833,1051,2152,1271,3849,4118,3936,1613,4027,1415,3807,3253,2114,1387,3265,2352,630,130
"AT5G02375",4788,1199,2865,3211,4867,3331,3592,3251,979,988,4423,2275,3330,2198,2531,721,4562,2317,728,1379
"AT5G02380",1974,2420,571,343,619,4994,3457,1676,3662,2424,2066,1637,3200,3502,1603,146,4422,4826,4968,2002
"AT5G02385",4221,549,1470,4521,173,2280,1372,2969,2877,2943,179,1111,506,720,473,2927,1574,1378,1688,3089
"AT5G02390",2250,3237,3051,2043,1705,2645,1071,366,4533,3725,597,3097,1813,1577,2389,4429,79,4993,2198,2323
"AT5G02395",622,4659,1071,1331,1526,1567,310,1834,873,4471,3947,2537,3117,516,1594,2502,4720,3242,3635,778
"AT5G02400",3997,2469,378,41,4555,2861,718,4100,1138,120,4796,4089,4645,361,2826,4094,4448,3823,859,1479
"AT5G02405",2238,990,3292,4119,2917,4000,2800,3145,2449,2192,679,4023,3385,2092,4412,3038,875,4950,1134,3849
"AT5G02410",980,4177,162,240,4911,3447,1146,195,3830,67,4739,2315,4898,3504,3278,173,1597,714,2142,4516
"AT5G02415",1468,1363,2975,2571,2511,4606,2596,3937,2787,1409,1459,4029,631,740,541,3340,2919,2043,2610,1962
"AT5G02420",319,1114,4155,4048,2149,659,3804,1441,386,3248,1234,2217,4041,4931,1329,433,1555,2338,4961,4233
"AT5G02425",2857,1706,3045,3811,1447,2047,563,4032,553,4587,1528,560,2366,1034,210,3240,1069,4703,4599,566
"AT5G02430",2223,1310,2292,2839,1431,4574,2984,4315,4776,4523,4812,4370,2176,3018,4307,4571,4897,1832,1221,1656
"AT5G02435",1224,4469,1329,211,671,4137,324,4555,3543,684,4355,4879,821,3590,4520,1602,779,4781,3500,1162
"AT5G02440",2333,1938,1646,4660,222,1420,3774,3204,1313,2766,4969,2673,4956,2334,4213,2282,947,3417,3093,1400
"AT5G02445",1736,2947,1802,700,2784,90,3459,2357,862,1512,3254,552,4778,4558,1028,941,1483,673,2422,309
"AT5G02450",1654,2461,3591,297,2857,2143,714,3877,3223,1808,2749,3552,2123,1508,2236,2315,4686,4048,1321,586
"AT5G02455",2211,893,3785,2052,698,138,2040,2328,4258,1034,3602,4448,4622,1410,1,7,1490,243,4996,4533
"AT5G02460",3866,1128,1525,3277,911,2577,448,4945,3469,2843,366,1389,2985,912,3488,2432,4756,61,2873,540
"AT5G02465",591,4587,2298,4888,663,4095,4807,2626,4336,3913,2515,2999,1148,3880,395,895,380,1514,1118,4978
"AT5G02470",3398,4803,298,4029,2574,507,1502,36,697,3244,2473,581,67,2700,3479,843,4142,2393,2317,2916
"AT5G02480",3660,3642,2425,1429,4378,2035,1025,4734,1007,1613,3008,1122,1800,4550,355,4059,3705,2588,1073,945
"AT5G02485",2427,1778,3024,3375,4155,2349,4044,718,2529,3585,1855,1626,1224,4088,1084,486,3075,3907,2886,3274
"AT5G02490",1525,1825,3476,1085,3950,3973,253,2126,4458,3422,3280,2967,3186,2114,1329,2997,4742,3548,2686,2212
"AT5G02495",3322,3043,4888,9,3761,4913,2937,1572,1575,864,2522,3114,3073,1058,4730,373,4905,4504,3466,1967
"AT5G02500",4156,3993,2121,4132,934,2074,2120,1270,1172,487,55,814,4074,1770,4211,1050,1836,366,3637,3640
"AT5G02502",3848,581,832,3076,1569,728,517,4889,763,3521,3166,933,1664,4032,4769,133,2989,2495,3811,1661
"AT5G02505",518,3267,4744,4695,2657,2242,3162,3842,2367,2075,415,1224,3965,3780,1525,4812,3855,4251,4736,1167
"AT5G02510",552,77,2260,2200,460,4491,2435,4674,1920,2508,479,4639,83,4057,2021,4103,3429,4578,2869,596
"AT5G02515",4927,4870,243,2259,631,285,346,3738,4590,4351,2228,1409,2595,4333,2442,3542,1495,374,4057,61
"AT5G02520",416,1788,3643,1533,2207,4543,3509,1247,4295,355,2100,881,4463,4203,1281,2674,4308,1923,1937,3568
"AT5G02525",4516,4905,177,3127,2406,1215,2062,1137,1589,4723,2471,2886,896,1110,3553,104,149,4676,1296,2419
"AT5G02530",4791,163,4949,4046,4858,4713,1988,4595,3098,2845,4143,1144,564,3754,1137,4786,113,3903,3836,3205
"AT5G02535",1444,433,4688,2223,83,2982,313,399,1244,4198,3844,910,3315,3424,3668,3247,3733,4418,596,2866
"AT5G02540",3322,389,4136,2852,338,4220,3558,3009,2035,3158,1148,1716,3293,4821,2617,4960,1274,1499,1699,4311
"AT5G02550",3533,2688,1260,1858,928,3101,1515,3085,1321,4201,2090,3373,4690,4060,1672,1033,2688,3687,3326,4831
"AT5G02555",4632,2990,3762,4447,486,1702,1545,1237,4424,733,2793,1701,4829,3609,4030,510,1086,1159,2477,2519
"AT5G02560",144,164,4609,308,1345,3692,3297,3904,2663,113,3671,4425,2132,1982,3599,112,3659,1915,1076,3351
"AT5G02565",4873,3419,2620,1120,655,373,4745,1164,3845,2885,4980,4600,1561,2353,3459,1849,4682,2500,292,934
"AT5G02570",3157,4629,4010,2178,54,2657,3046,1242,2290,1068,2950,184,248,419,4334,3858,4699,1800,4038,1970
"AT5G02575",3095,1887,1796,1620,3921,4568,4678,3453,307,471,2529,4436,147,357,2156,1508,2051,4708,4013,3504
"AT5G02580",3224,3990,3960,2581,594,1011,2365,3757,1008,2900,906,2603,971,4237,4488,4174,3183,1212,2550,2460
"AT5G02590",3526,608,2301,4872,3672,1396,993,4310,3500,1812,3411,1404,1134,3657,1627,2749,2290,4386,378,3106
"AT5G02595",4090,1490,621,2623,2952,3388,4308,1118,2536,4966,3808,558,4135,1849,3607,4314,2832,171,2376,4172
"AT5G02600",133,2512,1453,18,4036,3592,3837,1808,4344,894,1651,2904,3819,2006,1374,4932,544,225,1301,3455
"AT5G02605",2965,2267,1102,1149,1174,3449,86,1937,4067,1269,2111,179,4695,2555,4504,573,201,791,3484,2575
"AT5G02610",3321,1455,4330,3890,345,3933,2260,4189,4840,978,2260,2130,4724,2484,55,130,1918,2765,4151,3217
"AT5G02615",4739,2324,4506,2343,1138,1150,2867,112,4999,1376,1612,1924,3434,2977,207,584,4053,4246,447,2198
"AT5G02620",74,1134,1968,1210,3333,4166,2659,4154,2667,2954,380,2349,1512,3638,4427,4672,2832,1392,3499,1422
"AT5G02630",3840,4414,2146,3213,3183,4575,3274,1903,4876,3215,3287,171,4201,2632,3986,4856,2146,745,727,1624
"AT5G02635",4329,393,2363,2573,2181,4869,2348,1976,837,792,3198,1757,2346,4179,1622,2593,3378,4674,4405,3816
"AT5G02640",3678,97,4779,865,4143,1144,1136,3313,2770,673,1381,1435,4618,3007,2307,3797,4221,2205,1844,2305
"AT5G02645",1189,1539,2936,4533,2972,3624,3035,4319,1004,2814,4048,101,4802,2718,3184,4088,4608,2739,4669,4126
"AT5G02650",4268,3324,1575,3175,4156,1904,548,4122,3764,1734,2583,220,3889,4742,2882,2387,4502,2171,3125,3614
"AT5G02655",191,4517,838,4397,902,4248,1374,4267,2160,44,257,422,3027,3080,2285,4413,613,2948,153,1693
"AT5G02660",2327,3685,2696,912,1057,4236,418,2889,2079,1098,1537,2976,1686,1932,4300,4293,4592,4303,3002,1419
"AT5G02665",1861,2992,2135,4930,3781,2447,1993,2129,4953,3313,337,533,3080,3378,1411,4130,91,3452,2858,9
"AT5G02670",2106,3762,3258,3867,4417,3427,1455,2362,541,2011,1651,2542,459,4586,3722,3655,1221,0,2720,3180
"AT5G02675",4033,2137,1542,792,4936,1033,2204,1785,2755,4814,950,4658,4379,2994,55,4408,3311,393,177,2187
"AT5G02680",952,2904,717,4812,409,169,4713,285,2175,4321,2701,3574,2035,2282,4113,1217,2162,3304,3328,3785
"AT5G02685",4391,138,3165,4753,4499,1309,3713,3890,4868,1631,3492,4561,1302,1141,3772,482,2575,3100,4243,1461
"AT5G02690",4420,1351,817,2375,1215,1063,4111,4977,353,1174,2375,2592,183,1028,4076,1795,3302,4501,2841,4809
"AT5G02695",4661,1626,4114,1577,2749,553,4444,550,1127,1776,1529,3901,4548,22,1710,4372,4422,1382,1562,1999
"AT5G02700",3376,3711,4332,4684,1738,2916,2951,1652,4106,929,3909,590,4796,3922,4117,1918,4531,2692,838,673
"AT5G02705",149,4000,1526,209,65,4470,1674,2214,3737,3287,1784,2582,3440,3977,2461,4310,324,1822,883,43
"AT5G02710",4214,4037,3613,4683,3919,3796,648,621,3067,4885,3133,1059,4399,456,4285,1934,340,3199,806,1231
"AT5G02715",2484,4061,1504,2591,1012,407,2295,4919,592,2160,2892,425,2540,3706,1970,3877,4970,4434,3492,3614
"AT5G02720",4446,1088,980,3232,940,1454,2199,693,3879,4608,3536,1164,2774,3850,4559,2359,3024,2177,3203,2685
"AT5G02725",608,4413,2056,3017,2054,642,2933,1533,2976,1198,1571,3428,1481,3559,1178,492,421,2836,305,3868
"AT5G02730",1172,3643,2120,4588,3322,4546,57,3334,1152,1596,2953,917,3013,4732,3199,3720,978,433,3445,79
"AT5G02735",1815,3930,822,3267,737,3775,976,4473,4889,1164,4762,1223,376,3957,4185,2285,2565,1114,3781,4894
"AT5G02740",807,62,468,2965,346,1855,165,97,835,2088,94,3506,2318,2659,3745,4981,1991,4572,2462,228
"AT5G02745",758,4557,3017,4857,4745,4481,1500,2925,2629,2961,3525,813,2599,3002,5,2396,1209,328,1431,143
"AT5G02750",3886,276,4242,3762,1268,3887,1035,362,1178,1211,3196,3063,2270,263,283,4650,3153,754,4258,3463
"AT5G02755",4014,2865,3940,1356,2808,47,4906,2302,2104,1920,4486,3708,4439,291,4581,1009,3045,4276,1311,3496
"AT5G02760",541,1182,2184,289,689,3567,870,544,2555,1481,942,2240,2985,422,3126,4041,4624,4281,2901,4683
"AT5G02765",2993,488,4479,734,1618,2774,2528,963,2855,140,321,4735,3950,1075,4726,1055,259,4771,2301,1491
"AT5G02770",4014,4073,2822,2976,3175,4986,2674,4025,3079,1869,1872,1671,1697,3395,632,1082,3449,2159,3248,1654
"AT5G02775",4691,3628,4305,1993,4174,4763,777,540,897,1502,3710,3892,4819,1203,516,2595,1209,108,3970,3684
"AT5G02780",524,3027,1840,3420,1064,733,291,4173,1956,2428,4963,2107,1199,4887,4465,3087,4681,647,3204,2844
"AT5G02785",2884,1490,3665,4933,4660,1497,3307,2177,3255,3600,1794,2325,3772,1648,3594,4326,121,2129,4544,2091
"AT5G02790",3441,2174,3429,4185,27,4436,2424,4208,896,3541,4909,1774,4560,4148,103,1618,3454,2558,4840,1083
"AT5G02795",4962,1916,2941,3859,4802,952,4480,497,4921,539,4165,1274,3174,964,2023,3740,1815,3761,1378,1915
"AT5G02800",4236,1890,3344,3809,469,2461,1207,4221,2384,484,752,1608,328,324,2902,4499,4665,3019,968,1197
"AT5G02805",4824,3409,4344,2289,2637,198,670,4430,3201,3943,1293,3317,3968,1117,3970,1220,2879,2997,3962,1672
"AT5G02810",497,1356,2044,1003,3738,1489,163,479,3719,3143,3381,1787,1924,1313,3827,329,922,4176,2333,454
"AT5G02815",4766,1953,4837,1364,2553,1499,4128,385,4604,3900,3957,1142,647,2038,4910,3217,1124,129,4554,87
"AT5G02820",4102,4085,1728,2185,4245,1738,1002,3550,1884,3461,1635,4001,2747,2154,1962,3401,4533,2662,1554,267
"AT5G02825",3886,3167,3039,3064,4389,611,2145,3024,3867,361,1171,625,3085,115,930,210,799,1519,1195,3179
"AT5G02830",3674,4180,1804,3427,4218,1292,2435,294,641,1755,2929,1616,993,1083,489,2501,1673,2442,457,888
"AT5G02835",566,2952,3673,3912,2337,2782,344,4749,421,1605,393,1779,4467,1609,4130,1400,854,1195,286,1970
"AT5G02840",1267,4516,1119,1636,4173,3793,3150,3719,4674,4185,1258,1225,1487,719,4926,50,1552,4625,4120,2670
"AT5G02850",4124,1478,3526,2929,687,421,1176,2685,2776,3321,3675,645,2875,4214,1874,868,2999,3270,1025,742
"AT5G02855",3435,4278,4180,3589,741,4046,4290,622,173,3872,187,1744,1667,290,119,3027,4921,1927,1467,2783
"AT5G02860",4922,1300,1247,4159,3839,4867,4296,1517,3702,1674,1911,859,3207,4309,4773,1719,1513,812,4730,3799
"AT5G02865",2640,2690,4365,2488,2442,4097,3127,1552,4463,960,234,3079,4716,3311,1285,962,2453,4795,2424,933
"AT5G02870",501,2817,2221,469,1155,488,1935,4410,3004,2083,3606,3185,1259,2670,1035,4070,4973,1974,4051,2062
"AT5G02875",920,2562,2800,4146,2219,650,469,1953,4603,419,1943,405,2861,275,2281,3775,742,1193,199,606
"AT5G02880",1698,4349,4739,4144,2202,4675,2064,514,2188,3834,3318,2609,3643,3780,333,2181,1829,153,1176,3206
