"","Mmus_C57-6J_LVR_GC_I_Rep1_M31","Mmus_C57-6J_LVR_GC_I_Rep2_M32","Mmus_C57-6J_LVR_FLT_I_Rep1_M21","Mmus_C57-6J_LVR_FLT_I_Rep2_M22","Mmus_C57-6J_LVR_GC_C_Rep1_M36","Mmus_C57-6J_LVR_GC_C_Rep2_M37","Mmus_C57-6J_LVR_GC_C_Rep3_M38","Mmus_C57-6J_LVR_GC_C_Rep4_M39","Mmus_C57-6J_LVR_GC_C_Rep5_M40","Mmus_C57-6J_LVR_FLT_C_Rep1_M25","Mmus_C57-6J_LVR_FLT_C_Rep2_M26","Mmus_C57-6J_LVR_FLT_C_Rep3_M27","Mmus_C57-6J_LVR_FLT_C_Rep4_M28","Mmus_C57-6J_LVR_FLT_C_Rep5_M30"
"ENSMUSG00000117693",488,1367,3979,2705,3665,2309,2714,4363,4913,1268,1158,4058,1054,4486
"ENSMUSG00000117695",4654,1477,939,4348,3910,394,69,4425,4364,241,1127,1261,999,2451
"ENSMUSG00000117696",516,2648,4895,2121,2252,4525,3622,4759,1356,593,1182,2662,2643,437
"ENSMUSG00000117697",3107,2760,4968,1151,4801,3082,3859,3838,198,1976,309,4576,2568,1840
"ENSMUSG00000117698",3055,328,4220,2135,546,3167,4411,1751,4847,4653,2912,1811,4775,4018
"ENSMUSG00000117699",4751,1092,2822,266,4386,610,1403,4825,1206,4470,3453,2519,1287,3286
"ENSMUSG00000117700",3054,2390,2488,3583,1710,2833,2902,1613,4741,771,1484,723,3132,1733
"ENSMUSG00000117702",923,3129,240,4043,1678,450,4387,3282,269,4669,1207,3970,1032,3117
"ENSMUSG00000117703",1746,1616,2977,1520,2469,4842,3562,628,4555,1576,3779,4167,251,249
"ENSMUSG00000117704",3075,2615,4401,3242,4139,2551,3713,4763,1635,3454,1058,1696,765,639
"ENSMUSG00000117705",1080,4442,3275,2736,2235,703,692,3285,483,3843,3277,2078,4798,2227
"ENSMUSG00000117706",0,4030,970,2481,1085,4076,2401,3797,4892,1690,4228,2698,584,358
"ENSMUSG00000117707",116,2418,3890,2185,4502,3339,364,196,2961,1177,520,4170,3568,2475
"ENSMUSG00000117710",2206,2935,4213,2277,4193,4182,3380,517,4307,3813,3032,3750,1954,3051
"ENSMUSG00000117711",3506,1060,1907,2479,1968,3927,2722,4651,2689,1268,2391,3335,1834,4052
"ENSMUSG00000117718",4330,1679,1049,161,3394,1546,46,3936,4047,1156,754,3436,1524,1132
"ENSMUSG00000117720",1044,3428,2215,1310,3768,1094,4117,4860,927,1498,944,4552,710,1306
"ENSMUSG00000117723",557,232,1776,70,469,371,4335,4089,963,994,443,3411,2825,2258
"ENSMUSG00000117728",2180,1344,4007,3230,214,806,441,2870,4487,743,4241,4505,25,487
"ENSMUSG00000117729",511,792,439,2707,2567,4409,4951,2949,3818,513,1911,1131,183,734
"ENSMUSG00000117738",272,4259,870,3137,2050,4788,4829,3122,2237,1914,3689,4819,2185,1021
"ENSMUSG00000117739",1394,4701,2350,733,101,3491,199,3321,2051,4700,400,4892,3442,347
"ENSMUSG00000117740",521,1614,4896,4196,3652,4042,244,3558,1759,340,1200,2785,919,480
"ENSMUSG00000117743",4363,4518,2584,4305,3458,2630,1780,1382,311,319,4499,899,826,3006
"ENSMUSG00000117746",4419,2322,2475,977,1203,4945,3435,1175,4757,1845,3516,3052,2306,2045
"ENSMUSG00000117752",3194,3057,2307,4572,4161,2213,71,3372,228,1772,210,2059,3550,3013
"ENSMUSG00000117755",3642,880,2086,4103,3870,2375,1900,645,3212,2831,4257,497,3283,4603
"ENSMUSG00000117756",1709,1879,3001,701,425,1138,3665,2756,3691,2871,2346,1002,4540,465
"ENSMUSG00000117758",2180,4958,4879,4495,4376,2029,4601,2985,722,144,1337,2619,206,546
"ENSMUSG00000117761",3306,3219,4816,3221,1071,2832,221,4904,3150,4549,3718,1247,4686,1642
"ENSMUSG00000117763",277,2418,4856,1607,2687,3423,619,2030,2163,4220,3939,135,539,4657
"ENSMUSG00000117768",4361,4170,2947,3584,1591,4866,4421,516,2904,4137,1568,2353,731,100
"ENSMUSG00000117770",3661,4127,1940,3654,887,947,2898,2244,4483,4737,834,3945,2160,524
"ENSMUSG00000117771",1421,4739,1087,911,4441,1015,770,2505,494,3025,3927,4877,4149,2668
"ENSMUSG00000117773",4277,3830,1435,4227,563,2332,2080,3014,875,1965,567,62,4998,2208
"ENSMUSG00000117774",57,4855,940,2274,1523,74,1446,3656,4017,2497,1813,1953,113,2514
"ENSMUSG00000117779",44,4150,1556,2948,2595,3549,3796,1161,204,3936,2145,2675,1128,4357
"ENSMUSG00000117782",3801,1215,2838,1981,267,2633,4763,2160,4910,784,2170,2066,4954,4468
"ENSMUSG00000117785",355,2133,2177,3330,4281,490,3821,1065,1802,1068,1185,3372,3102,2840
"ENSMUSG00000117788",131,1670,4032,173,2859,3917,3001,2418,1247,1156,1909,3367,4770,559
"ENSMUSG00000117789",439,3891,1313,2769,1576,1145,3131,461,2303,2261,3755,3623,3400,1830
"ENSMUSG00000117790",2419,1601,2435,314,1956,3557,3971,739,3158,4749,2612,3904,1918,1265
"ENSMUSG00000117793",1367,4101,2854,632,1436,546,2815,1534,665,4254,1346,880,4250,4451
"ENSMUSG00000117796",824,1052,2430,2415,1323,3126,3254,4352,1124,922,4631,2084,2296,3173
"ENSMUSG00000117800",2621,2848,2740,2900,1715,405,4033,589,2945,4617,2969,2154,3148,3406
"ENSMUSG00000117803",4067,2626,3239,1798,4152,3834,860,224,1466,210,191,224,4225,2668
"ENSMUSG00000117804",681,4042,4501,307,4424,1236,1530,738,2178,4379,3317,4669,4724,558
"ENSMUSG00000117806",534,3140,3795,4276,2087,4152,4391,2578,657,2372,3772,2850,2822,3225
"ENSMUSG00000117807",2743,1972,3367,4383,2024,3952,2466,414,3591,2746,660,3605,3883,3764
"ENSMUSG00000117814",923,3663,558,1040,417,4168,1885,3289,344,4929,2045,2627,2986,1894
"ENSMUSG00000117820",1755,3396,3565,4845,4935,1780,3133,3672,4652,1276,4950,264,350,2075
"ENSMUSG00000117821",1168,1031,1927,4641,4162,1667,4985,3608,2594,4019,4,4277,3909,3335
"ENSMUSG00000117822",354,97,228,232,753,751,3441,1871,1074,3420,4205,3932,1483,3731
"ENSMUSG00000117823",2621,4194,45,1957,2692,919,2333,3418,2283,1264,2982,1955,4615,635
"ENSMUSG00000117827",601,696,1587,4266,120,4689,4982,1631,1240,1063,2720,1663,4631,4350
"ENSMUSG00000117833",2888,2539,1298,4703,1387,4854,1232,3710,3416,94,2979,2075,4673,4315
"ENSMUSG00000117834",63,3354,3681,4215,4249,773,3169,2344,913,3190,1816,4022,3878,4158
"ENSMUSG00000117837",382,3363,2849,329,1175,3441,2431,3940,4914,3962,2244,641,166,1556
"ENSMUSG00000117839",1842,3858,186,3807,2870,3164,3321,2098,3430,4885,863,2299,489,1150
"ENSMUSG00000117845",4072,1006,4059,1455,203,4290,1235,583,3758,1086,4014,2932,1400,3255
"ENSMUSG00000117848",3935,3728,2138,1274,3977,2933,4580,1912,4678,1466,4682,3719,2842,1749
"ENSMUSG00000117850",2632,658,2876,4449,311,3736,4034,3091,3272,4428,2021,4365,1193,1424
"ENSMUSG00000117856",124,2562,4478,4613,2287,2383,1772,2558,1924,3562,4950,807,130,1100
"ENSMUSG00000117859",3988,330,3741,4432,1881,457,3635,1889,200,4134,4880,3362,1506,728
"ENSMUSG00000117861",4008,2428,4910,2308,3140,1192,2586,4967,1138,4797,4193,4036,2131,3584
"ENSMUSG00000117862",2320,3642,1189,2547,3583,1288,984,3134,3096,3789,1594,4937,1853,1033
"ENSMUSG00000117865",1717,896,2886,3024,2336,2721,2160,1461,3294,4132,4397,2197,3534,3173
"ENSMUSG00000117867",1373,4168,3567,4915,2276,964,1712,2520,1160,4212,3207,2715,505,3708
"ENSMUSG00000117871",3297,2760,4380,249,1222,812,1391,4276,4208,3680,1684,4007,1956,4506
"ENSMUSG00000117873",3954,1465,3114,4234,14,2532,4803,1015,1953,4993,4786,1530,4308,4799
"ENSMUSG00000117877",2300,1919,3462,3731,1318,2086,167,2692,3311,685,1207,2414,3767,3150
"ENSMUSG00000117878",274,3843,2060,3986,1310,4817,2492,3898,443,3063,3518,2198,4083,881
"ENSMUSG00000117880",3181,987,1562,2990,2672,3922,4921,3881,2501,3583,1374,3860,4426,1074
"ENSMUSG00000117883",49,4573,1769,434,1204,167,4934,2828,4008,830,589,739,2059,2911
"ENSMUSG00000117886",1512,653,3556,2178,2769,1833,3648,4867,4842,319,2575,2229,2799,4193
"ENSMUSG00000117890",334,789,3895,3322,3135,4821,96,3746,4084,474,479,3480,1631,4303
"ENSMUSG00000117893",2470,905,4487,2181,147,1915,982,3806,1516,559,439,1081,932,3828
"ENSMUSG00000117896",507,980,1860,2107,4354,2888,2507,2889,4025,1608,2147,3423,4607,626
"ENSMUSG00000117897",1134,1856,1211,4217,1642,3346,1000,2184,1278,1060,2474,41,4981,2477
"ENSMUSG00000117900",671,3474,676,258,2498,2004,1149,608,4950,4721,1877,4705,1154,33
"ENSMUSG00000117901",2679,3603,1926,110,4581,2535,605,3313,3330,183,3844,4378,3508,618
"ENSMUSG00000117905",4930,3099,3212,3285,4761,2774,4332,1402,4106,2134,842,148,4465,4292
"ENSMUSG00000117909",4327,1719,3433,474,4067,2992,1596,1617,3227,55,1554,509,1386,1241
"ENSMUSG00000117911",736,2367,4608,4339,2828,3133,3170,1473,2299,2007,2949,3610,4922,1178
"ENSMUSG00000117912",3236,2209,2717,2089,613,828,4300,2595,3461,1629,4391,979,3480,2479
"ENSMUSG00000117914",819,936,4793,226,213,1304,3985,4177,579,1281,3050,310,4663,2545
"ENSMUSG00000117920",258,2210,559,1590,2009,4270,2369,4629,4387,2100,3802,527,894,2115
"ENSMUSG00000117921",2977,664,2681,2234,2935,492,1602,674,2613,303,2339,3123,2113,4047
"ENSMUSG00000117924",1140,4963,3207,2845,3730,2038,1192,4474,1734,92,4665,950,2045,1385
"ENSMUSG00000117927",4526,179,1637,3957,996,913,529,1039,2332,3527,1744,2884,92,3698
"ENSMUSG00000117928",3653,2671,1013,2861,3497,1628,2833,4551,162,4153,2582,4062,2914,2553
"ENSMUSG00000117930",219,1671,3016,4733,322,2479,1089,608,1430,585,2333,4964,4874,752
"ENSMUSG00000117931",4211,1097,3430,3376,4467,3526,3188,3517,4267,2747,4554,1664,3628,1996
"ENSMUSG00000117934",3703,1089,3824,1556,3757,2089,377,4945,2345,1047,4088,1243,4578,4343
"ENSMUSG00000117935",2554,1786,3222,3627,966,2666,545,2715,3712,821,661,4105,300,3810
"ENSMUSG00000117937",4393,4922,862,3629,195,2207,2450,4362,2971,906,4690,2621,4522,1416
"ENSMUSG00000117938",464,2630,1281,1473,218,4421,3509,870,3153,2306,4013,2772,3471,4590
"ENSMUSG00000117939",3233,2538,415,4857,1956,4882,3342,3889,3063,120,3912,3653,1001,1997
"ENSMUSG00000117941",453,2063,226,3722,4311,1597,217,3143,4155,320,2444,2213,4384,4774
"ENSMUSG00000117944",3814,2926,520,193,616,3755,2459,3883,3702,1138,3531,2185,2775,3293
"ENSMUSG00000117945",1761,2720,1059,4816,1317,4783,4136,548,4670,1197,4172,390,2000,4685
"ENSMUSG00000117946",2435,4696,4515,4891,3351,4069,4537,2219,1104,251,2351,1412,4583,645
"ENSMUSG00000117950",4631,115,2481,2449,3769,3514,3420,72,385,188,4383,30,273,2192
"ENSMUSG00000117951",467,2713,2482,2448,3911,422,2294,2732,4777,3602,3181,1282,2560,1869
"ENSMUSG00000117952",3548,1080,3966,166,870,2924,2445,3434,2562,3635,4721,3787,4580,1181
"ENSMUSG00000117953",275,2451,1740,725,1696,1475,4478,2488,3875,4381,865,979,2311,1202
"ENSMUSG00000117955",3140,1593,2853,3567,2997,804,73,2545,2701,1324,3005,4655,789,4647
"ENSMUSG00000117956",3598,2543,4551,3157,2268,3168,2245,2110,1022,4016,3401,3006,4990,10
"ENSMUSG00000117957",710,16,2695,1521,1158,3182,773,889,951,490,2161,1197,856,4755
"ENSMUSG00000117958",2898,4969,99,3154,2691,50,4305,489,581,1762,471,4916,195,1007
"ENSMUSG00000117959",4030,1348,4578,1062,1131,1636,2514,459,3036,1848,4531,1376,724,512
"ENSMUSG00000117964",2839,3275,1529,900,3114,4614,3113,3288,819,4602,1022,1908,2874,1245
"ENSMUSG00000117966",628,154,1248,2839,4188,2738,1567,660,3893,4236,2191,764,2894,808
"ENSMUSG00000117967",1645,2848,713,3615,2844,4731,1888,209,2340,542,404,3019,4562,155
"ENSMUSG00000117972",1664,3890,1253,4257,1651,4128,1840,1441,2016,4118,4031,3217,2971,886
"ENSMUSG00000117973",1251,2886,4451,558,459,4713,2861,911,2028,3919,2036,3371,3753,542
"ENSMUSG00000117975",4117,3680,3145,2373,1416,4208,3223,1228,4709,4782,652,4674,610,1153
"ENSMUSG00000117978",4395,1330,4978,2783,405,3420,3333,2570,4877,2625,1596,4672,2728,403
"ENSMUSG00000117979",1988,4139,4550,4927,3008,2617,4841,3043,2400,4757,354,97,3991,4622
"ENSMUSG00000117981",1884,387,931,3781,3796,4893,4845,4138,4870,1474,1146,1225,1749,2174
"ENSMUSG00000117988",3567,3695,2797,2046,931,2891,1939,2764,4740,194,3188,1233,3604,3642
"ENSMUSG00000117989",1623,2793,3922,2072,3811,1296,4312,4746,4659,3119,3385,624,3669,999
"ENSMUSG00000117990",3258,1166,2425,3616,1049,668,691,2195,1433,3701,886,3815,2322,2838
"ENSMUSG00000117991",66,2662,3503,4998,691,4802,3256,438,4076,2715,1047,4991,3682,4528
"ENSMUSG00000117995",3064,378,4267,4143,1375,440,259,1642,180,3409,673,603,2777,2850
"ENSMUSG00000117996",663,595,2882,3240,4301,4926,4559,1819,4598,2882,2151,4522,2868,4464
"ENSMUSG00000117998",2925,4701,3496,1092,1940,3579,4481,492,2998,280,3411,4139,2178,2059
"ENSMUSG00000118000",58,2147,2380,1677,1114,4980,2321,4950,2152,2980,1648,4765,3502,4107
"ENSMUSG00000118001",270,746,4099,1759,2858,4825,2134,869,2551,2059,2042,2155,872,4222
"ENSMUSG00000118003",3270,2874,4464,2517,2026,2892,3676,4638,1807,1383,4942,3696,3364,3491
"ENSMUSG00000118005",4829,4827,3223,665,2649,3224,4369,3770,748,3218,3473,4906,1227,1446
"ENSMUSG00000118008",192,1770,1411,4750,2342,3507,2586,490,298,4389,3102,962,1007,3583
"ENSMUSG00000118009",3437,182,2968,4402,1025,3937,2788,2283,120,3034,567,4568,1538,413
"ENSMUSG00000118011",1529,2271,912,3620,1803,4867,4145,1332,3796,430,2599,3120,363,4547
"ENSMUSG00000118014",3502,4307,54,2,853,2210,2161,1290,2458,2900,1407,4190,424,1071
"ENSMUSG00000118016",2309,3448,3196,3868,3023,4374,3733,2487,4601,3404,549,558,1078,1953
"ENSMUSG00000118020",4807,2309,1221,2279,2214,4078,667,4313,270,4467,754,3853,3752,2137
"ENSMUSG00000118021",177,1115,4241,2005,4293,1509,336,2406,3860,3395,4908,1246,4001,982
"ENSMUSG00000118023",1959,710,2911,3948,4356,10,1125,984,296,1700,337,51,4414,632
"ENSMUSG00000118027",1157,3867,55,2201,2498,1784,1210,558,289,4383,2574,3075,587,4449
"ENSMUSG00000118029",456,2156,4045,1604,349,3930,2570,3218,3439,503,4923,41,3485,2594
"ENSMUSG00000118031",3950,1010,2504,4743,843,4159,4823,972,2089,3744,810,2736,1895,2767
"ENSMUSG00000118032",2154,4810,2840,3957,499,523,1748,3769,4312,658,4174,296,4618,3198
"ENSMUSG00000118033",2164,3808,993,4469,2581,4801,4088,280,2003,3395,1285,1931,4733,962
"ENSMUSG00000118036",1652,2437,4081,4838,3055,3122,4034,2230,4170,4681,1540,1505,4895,2958
"ENSMUSG00000118038",4386,2030,3602,3461,2889,24,1151,2479,4139,2569,3081,3395,2354,99
"ENSMUSG00000118040",651,3473,4946,4427,1731,1077,1267,182,429,31,1956,1878,3776,4820
"ENSMUSG00000118044",3315,3896,2186,2961,3052,4267,3905,2273,286,3274,1132,1126,234,3513
"ENSMUSG00000118047",1989,547,2631,3252,4867,4964,1824,4679,2825,2422,545,1969,2013,845
"ENSMUSG00000118048",3942,4244,55,2102,3472,4123,4669,785,549,3185,312,1301,499,3463
"ENSMUSG00000118052",2993,264,857,2769,226,3572,2173,3939,107,4910,1590,3800,3585,4825
"ENSMUSG00000118055",3201,4561,4469,3936,2837,1105,2377,4760,4148,4364,18,3456,3812,3451
"ENSMUSG00000118059",4240,1808,1261,743,1144,3625,4480,2078,362,2855,3150,588,2768,1263
"ENSMUSG00000118062",3430,4874,1926,0,4000,2874,4690,2749,1703,3816,4156,4185,3281,4966
"ENSMUSG00000118064",696,1189,2220,2252,4880,4565,1446,325,1777,4650,2686,3897,2272,2058
"ENSMUSG00000118065",38,483,3470,2132,1041,4429,4188,3319,151,277,2651,3399,1828,970
"ENSMUSG00000118066",1994,4284,1157,4203,2488,3395,1677,1787,2323,2708,1321,357,3713,4627
"ENSMUSG00000118067",1205,911,370,3925,3167,3636,2136,2844,3927,2682,3207,26,4728,569
"ENSMUSG00000118072",1716,141,3952,3274,4710,1895,246,3487,3151,3680,4158,3994,1859,2006
"ENSMUSG00000118076",1208,4381,3899,2337,4865,507,2669,2151,3780,2828,4436,2052,115,2978
"ENSMUSG00000118077",3720,3826,196,140,3114,1323,2184,4412,2138,2265,1367,2415,604,2461
"ENSMUSG00000118079",303,593,3362,2872,650,1107,786,866,4109,1529,2668,3320,3546,3174
"ENSMUSG00000118083",3619,4510,2335,4004,4997,2394,1946,3903,3324,4569,3010,121,3168,2734
"ENSMUSG00000118086",983,3650,3225,1875,340,1775,4365,4315,4931,4925,2228,4233,3568,3988
"ENSMUSG00000118087",1281,1209,1064,4177,2901,1043,787,1694,349,3038,401,431,2996,3568
"ENSMUSG00000118090",1256,2545,3743,997,2831,271,3118,4087,3589,1239,1128,4034,2546,2164
"ENSMUSG00000118092",2660,2713,457,2051,2233,467,735,3576,1755,4774,4097,1958,1994,2962
"ENSMUSG00000118093",4029,3806,1609,1315,2230,4907,1926,4887,2740,1129,3407,4246,1608,3703
"ENSMUSG00000118096",2319,1722,3391,4300,1976,664,3238,3249,1272,763,536,4931,2144,1116
"ENSMUSG00000118098",4685,4248,4946,3959,2769,510,777,4716,2488,1118,952,4090,3027,86
"ENSMUSG00000118099",4902,3831,450,3357,1919,4465,4675,3068,495,4783,4474,1404,674,2780
"ENSMUSG00000118100",56,1249,965,3441,3832,3571,4200,2805,3754,1808,4104,45,1222,4733
"ENSMUSG00000118104",3859,3376,1269,524,1955,2396,3464,1507,1128,3796,644,2505,1277,4276
"ENSMUSG00000118106",2823,23,3772,3030,2251,2135,1279,4987,2560,208,455,4860,2944,3594
"ENSMUSG00000118109",232,2342,2884,3340,3654,2016,3190,328,611,283,1139,4293,3425,4824
"ENSMUSG00000118111",4451,895,4202,3066,1680,3236,2313,3404,3245,978,1116,3580,3034,522
"ENSMUSG00000118114",513,3743,2217,248,3251,4729,2641,2253,767,4601,3222,1037,615,4133
"ENSMUSG00000118115",3661,492,1604,4471,1217,3989,2281,4351,4535,861,4484,3501,3797,4577
"ENSMUSG00000118118",3165,1302,1351,1200,3619,1180,4033,498,2356,1655,2639,806,4874,3338
"ENSMUSG00000118121",2749,3174,1275,1183,381,1510,301,1366,2449,2205,2698,729,1096,2896
"ENSMUSG00000118123",2402,1946,2481,3135,1167,4714,2627,1234,3143,4127,177,3169,3423,2820
"ENSMUSG00000118124",3716,1035,5,3786,998,2089,184,1523,1601,375,4322,2205,1150,930
"ENSMUSG00000118125",3026,4154,4815,3801,3031,1278,4694,1859,492,656,4246,3656,4558,4890
"ENSMUSG00000118126",333,276,4953,1853,869,3726,63,285,55,1493,4435,3274,3457,2120
"ENSMUSG00000118127",3150,911,655,1901,2331,3853,1967,462,612,2114,2728,761,1501,3850
"ENSMUSG00000118128",2327,2205,3411,145,3153,4244,4993,2586,3799,2029,2281,1922,826,1619
"ENSMUSG00000118129",1529,1262,3933,2814,1785,3795,4191,710,235,4224,3087,2308,4130,133
"ENSMUSG00000118132",4744,3489,481,1964,425,3274,2659,1427,3046,1749,107,2482,945,3869
"ENSMUSG00000118138",547,2929,1374,4065,1003,2308,240,2438,3148,3242,1915,350,1930,2707
"ENSMUSG00000118142",1023,3241,3394,178,2341,4927,1786,938,3272,2778,3459,3236,1214,3370
"ENSMUSG00000118146",2493,127,2643,173,2857,4167,4203,2345,3175,1235,3594,3446,3475,411
"ENSMUSG00000118149",2385,2393,4970,1588,4723,101,4415,1727,2428,2033,3518,2033,1947,1176
"ENSMUSG00000118150",710,2039,3120,875,4615,2565,3559,4361,3058,1601,1950,2463,138,569
"ENSMUSG00000118155",656,1752,2464,1804,592,3692,4693,774,2420,329,3280,2620,3751,2827
"ENSMUSG00000118158",4117,694,1129,4209,478,15,1335,1509,2327,3289,2712,2404,3462,176
"ENSMUSG00000118159",3943,1740,2725,64,4059,2240,4570,1635,2356,925,1247,3011,3028,2448
"ENSMUSG00000118165",1195,4434,1411,1307,4464,4094,137,4613,2042,4696,1614,3064,1119,1930
"ENSMUSG00000118166",1711,3555,1662,973,4643,524,2993,3746,4571,1252,1154,3884,2255,4748
"ENSMUSG00000118167",1236,872,3296,709,2799,3289,4602,399,4339,674,4239,3718,1042,1442
"ENSMUSG00000118168",4471,2709,2911,3607,4931,200,3374,2109,717,3461,2583,1136,2314,1534
"ENSMUSG00000118173",3261,2106,147,309,4867,3760,2981,3828,3848,306,2377,358,1311,3409
"ENSMUSG00000118174",2700,4265,101,4707,4311,587,1478,3450,1505,1215,3606,3320,2737,4015
"ENSMUSG00000118178",950,2972,2191,3498,1909,4982,1337,4986,695,4453,671,4274,2033,2878
"ENSMUSG00000118181",4976,3852,4347,3441,1429,2670,2167,3200,4407,4140,4351,706,600,4026
"ENSMUSG00000118182",4248,3549,2770,3531,1566,3521,2207,4104,1092,4398,1730,1021,1153,2112
"ENSMUSG00000118183",698,3397,1555,1812,1037,3723,3409,1676,1798,2334,4591,3180,1147,4490
"ENSMUSG00000118190",88,2205,1359,4506,1829,1189,359,2767,1630,4944,3126,4545,3256,573
"ENSMUSG00000118192",289,1287,2500,3144,2271,3181,3761,1165,4418,4688,3005,4137,1153,2866
"ENSMUSG00000118194",1886,3363,1672,3504,1567,3088,77,4404,1003,3904,4634,299,3943,253
"ENSMUSG00000118196",1692,1194,2865,2161,512,1670,1245,2654,1559,1793,210,4716,3334,2274
"ENSMUSG00000118197",1919,2451,3462,3491,2581,1391,2337,2747,2887,3966,3550,669,1749,407
"ENSMUSG00000118203",3477,869,2236,3166,970,838,2665,1376,2806,4448,4386,219,1363,18
"ENSMUSG00000118204",1747,633,2364,1192,1354,3291,2142,4557,4552,3738,2149,245,1997,3139
"ENSMUSG00000118206",2818,1140,881,165,2555,1682,498,3846,3248,57,213,2114,1575,1496
"ENSMUSG00000118207",4403,1480,4654,2506,852,1850,1696,3730,3942,3423,4941,3176,4665,4710
"ENSMUSG00000118209",2382,549,192,646,3239,37,3544,2255,3957,116,1027,448,1208,758
"ENSMUSG00000118210",2152,1900,2196,3733,3718,4139,4752,2653,111,4330,3137,4477,2589,3828
"ENSMUSG00000118211",2524,2956,3847,526,2793,1217,2661,4418,3966,3443,1819,480,3414,2025
"ENSMUSG00000118212",4224,3552,455,3839,2669,2258,2825,1757,963,200,503,4317,2762,4344
"ENSMUSG00000118213",615,3365,1055,3285,1697,3794,1334,727,2281,521,4952,1688,3445,1532
"ENSMUSG00000118217",4642.76,4385,2,267,3366,2610,4751,4754,1482,2288,611,1592,1835,2630
"ENSMUSG00000118220",438,2311,4903,1457,2535,805,3230,1172,2344,3793,1813,3249.49,403,4037
"ENSMUSG00000118221",667,2189,1371,4960,1548,1986,2618,1726,4132,2916,4003,1787,2650,2615
"ENSMUSG00000118223",4121,3133,915,4524,428,2480,291,4311,1686,1509,4460,472,557,4610
"ENSMUSG00000118226",1758,473,3107,384,3735,2376,955,1873,1207,3716,4582,3023,1818,589
"ENSMUSG00000118231",271,4494,1644,4635,545,3622,792,1572,2850,3930,586,2858,4614,2868
"ENSMUSG00000118233",1408,1519,1722,4235,2712,4690,1711,4089,3810,560,2438,4987,2315,2614
"ENSMUSG00000118236",1700,2549,1355,1197,3632,1535,4775,3030,4671,457,1889,4160,3759,545
"ENSMUSG00000118237",4236,288,657,1995,3133,1127,2064,3989,743,3532,4960,992,3706,563
"ENSMUSG00000118238",21,3977,2472,3195,3022,3109,727,1110,1738,184,3548,1118,2750,3555
"ENSMUSG00000118242",1140,3772,973,4135,2512,1069,1585,4251,3428,4335,2138,2709,1797,364
"ENSMUSG00000118243",1312,4988,1885,2921,3586,1773,117,2912,4932,508,1631,2679,804,2685
"ENSMUSG00000118245",22,3471,329,584,2033,3250,577,570,1691,3128,4092,3398,2095,602
"ENSMUSG00000118248",390,1574,68,3924,3282,771,1745,573,4913,3685,3342,3243,2872,958
"ENSMUSG00000118249",743,2882,1998,1571,4494,2767,666,1118,1988,4298,4305,1221,2471,28
"ENSMUSG00000118251",1501,1051,2447,4737,2895,751,4465,1626,490,3211,2107,1013,1697,3633
"ENSMUSG00000118252",3611,3073,2979,101,523,914,4240,2570,1200,411,2165,2604,296,4556
"ENSMUSG00000118253",510,1901,728,708,1238,857,455,3493,1005,1017,438,3876,2188,1014
"ENSMUSG00000118260",2865,4844,583,2452,3581,1354,1251,3171,2067,4719,4096,3502,4900,1114
"ENSMUSG00000118261",813,4758,2643,1491,196,2462,4978,3634,3588,2018,314,2359,3772,4935
"ENSMUSG00000118263",3028,720,1474,1913,2065,4356,488,3084,718,1641,370,2008,4223,2903
"ENSMUSG00000118270",2247,2575,2517,262,4134,4349,2299,3570,1760,2374,323,1780,972,1556
"ENSMUSG00000118273",1898,3592,899,834,664,3137,2285,1981,777,1011,2482,1194,4060,1577
"ENSMUSG00000118276",2363,4061,477,1086,1142,4125,428,4857,400,4165,3290,3927,4004,92
"ENSMUSG00000118277",4051,1257,4183,1796,834,175,3983,3915,4464,3288,3170,4037,3940,2244
"ENSMUSG00000118280",4827,4096,2074,1425,4449,3030,3932,2627,4031,3327,3760,4501,1788,1890
"ENSMUSG00000118287",928,2132,4194,107,4802,2065,2679,970,935,2176,1998,3424,2382,2299
"ENSMUSG00000118289",3054,1390,4534,4840,3265,1603,3298,1064,4876,852,3640,3400,1061,3928
"ENSMUSG00000118291",3227,2441,272,2840,206,1239,1346,804,2346,2806,1730,2793,775,4230
"ENSMUSG00000118293",2699,4274,1314,4571,3098,632,1522,16,3746,3718,1000,2432,3020,4715
"ENSMUSG00000118297",2257,912,3497,287,4691,4267,1132,1953,1682,2304,794,296,1016,1366
"ENSMUSG00000118302",4598,4722,4845,3267,4130,2200,2492,4560,1182,3155,814,4388,2187,3097
"ENSMUSG00000118305",1369,3464,2869,3942,2747,2816,4083,121,863,4788,4511,4138,3700,4286
"ENSMUSG00000118308",1265,1429,503,2530,3256,1304,4064,4376,894,1486,3803,4192,2599,2389
"ENSMUSG00000118310",941,2695,3103,4204,599,733,3484,2435,4723,3238,1184,4765,3814,3378
"ENSMUSG00000118312",3728,1139,3147,1546,102,4963,46,2137,3317,2934,3234,3656,2067,1122
"ENSMUSG00000118313",4490,4348,4169,2604,208,713,2769,4288,3814,2703,4255,3890,87,4104
"ENSMUSG00000118314",1374,1973,1489,4193,2055,4521,1638,2635,2213,139,113,4221,4485,1634
"ENSMUSG00000118320",1238,3500,2507,4138,1577,2609,1039,3075,3032,224,3330,4773,660,3599
"ENSMUSG00000118324",4954,355,506,2127,3676,205,488,4894,1159,4923,3172,2830,754,3294
"ENSMUSG00000118325",4094,3542,3411,559,1304,3097,908,834,2007,2801,4727,1607,1561,146
